# lat,lng,id,name,building_type,type,url,page_type
# casal_velino -- restaurants
40.176004,15.124585,ov_ristorante_street_stritt_40.1760_15.1246,Ristorante Street Stritt,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_street_stritt_40.1760_15.1246.json,custom
40.172238,15.131067,ov_lido_le_5_vele_40.1722_15.1311,Lido le 5 Vele,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/lido_le_5_vele_40.1722_15.1311.json,custom
40.176080,15.129043,ov_da_camillo_40.1761_15.1290,Da Camillo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/da_camillo_40.1761_15.1290.json,custom
40.174838,15.126373,ov_ristorante_mamma_angelina_40.1748_15.1264,Ristorante Mamma Angelina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_mamma_angelina_40.1748_15.1264.json,custom
40.176929,15.127932,ov_remond__ristorante_pizzeria_40.1769_15.1279,Remondò Ristorante pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/remond_ristorante_pizzeria_40.1769_15.1279.json,custom
40.185970,15.128890,ov_agriturismo_zio_cristoforo_40.1860_15.1289,Agriturismo Zio Cristoforo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/agriturismo_zio_cristoforo_40.1860_15.1289.json,custom
40.183720,15.131754,ov_il_nido_40.1837_15.1318,Il Nido,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/il_nido_40.1837_15.1318.json,custom
40.184032,15.132016,ov_la_campagnola_40.1840_15.1320,La Campagnola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/la_campagnola_40.1840_15.1320.json,custom
40.182606,15.131468,ov_pizzaperfetta_40.1826_15.1315,PizzaPerFetta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/pizzaperfetta_40.1826_15.1315.json,custom
40.182270,15.137000,ov_il_nido_country_house_40.1823_15.1370,Il Nido Country House,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/il_nido_country_house_40.1823_15.1370.json,custom
40.177724,15.123406,ov_ristorante_europa_40.1777_15.1234,Ristorante Europa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_europa_40.1777_15.1234.json,custom
40.179060,15.123820,ov_la_carneria_40.1791_15.1238,La.Carneria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/lacarneria_40.1791_15.1238.json,custom
40.177099,15.122189,ov_kebhouse_40.1771_15.1222,KebHouse,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/kebhouse_40.1771_15.1222.json,custom
40.176907,15.120935,ov_bar_rosticceria_la_perla_40.1769_15.1209,Bar Rosticceria La Perla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/bar_rosticceria_la_perla_40.1769_15.1209.json,custom
40.176922,15.120227,ov_trattoria_del_mar_40.1769_15.1202,Trattoria del Mar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/trattoria_del_mar_40.1769_15.1202.json,custom
40.189000,15.110390,ov_sfizi___pizza__beermusic_edition_40.1890_15.1104,Sfizi & Pizza #beermusic edition,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/sfizi_pizza_beermusic_edition_40.1890_15.1104.json,custom
40.189763,15.110561,ov_ristorante_le_giare_di_giordano_adriano_40.1898_15.1106,Ristorante Le Giare Di Giordano Adriano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_le_giare_di_giordano_adriano_40.1898_15.1106.json,custom
40.190524,15.110946,ov_pinto_camillo_angelo_40.1905_15.1109,Pinto Camillo Angelo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/pinto_camillo_angelo_40.1905_15.1109.json,custom
40.190066,15.115313,ov_locanda_le_tre_sorelle_40.1901_15.1153,Locanda Le Tre Sorelle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/locanda_le_tre_sorelle_40.1901_15.1153.json,custom
40.204883,15.120795,ov_ristorante_pizzeria_la_cilentana_40.2049_15.1208,Ristorante Pizzeria La Cilentana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_pizzeria_la_cilentana_40.2049_15.1208.json,custom
40.208377,15.118317,ov_bar_ristorante_silvio_40.2084_15.1183,Bar Ristorante Silvio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/bar_ristorante_silvio_40.2084_15.1183.json,custom
40.241800,15.126310,ov_napul_e__pizzeria_40.2418_15.1263,Napul'e' Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/napule_pizzeria_40.2418_15.1263.json,custom
40.239166,15.135337,ov_cilento_s_food_40.2392_15.1353,Cilento's Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/cilentos_food_40.2392_15.1353.json,custom
40.202270,15.149461,ov_laboratorio_no_glutine_40.2023_15.1495,Laboratorio No glutine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/laboratorio_no_glutine_40.2023_15.1495.json,custom
40.201866,15.150819,ov_nero_vaniglia_40.2019_15.1508,Nero Vaniglia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/nero_vaniglia_40.2019_15.1508.json,custom
40.203790,15.150970,ov_l_ammaccata___antica_pizza_cilentana_40.2038_15.1510,L'Ammaccata - Antica Pizza Cilentana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/lammaccata_-_antica_pizza_cilentana_40.2038_15.1510.json,custom
40.202168,15.151936,ov_ca_pummarola_ncoppa_40.2022_15.1519,Ca Pummarola Ncoppa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ca_pummarola_ncoppa_40.2022_15.1519.json,custom
40.201901,15.153137,ov_la_caravella_40.2019_15.1531,La Caravella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/la_caravella_40.2019_15.1531.json,custom
40.193901,15.145100,ov_l_oasi_del_fauno_40.1939_15.1451,L'Oasi del Fauno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/loasi_del_fauno_40.1939_15.1451.json,custom
40.169774,15.145232,ov_ristorante_pizzeria_il_forziere_40.1698_15.1452,Ristorante Pizzeria Il Forziere,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_pizzeria_il_forziere_40.1698_15.1452.json,custom
40.166562,15.146479,ov_ristorante_pizzeria_l_approdo_40.1666_15.1465,Ristorante Pizzeria L’Approdo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/ristorante_pizzeria_lapprodo_40.1666_15.1465.json,custom
40.170039,15.149014,ov_da_peppino_ostaria_do_sole_40.1700_15.1490,Da Peppino Ostaria Do Sole,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/da_peppino_ostaria_do_sole_40.1700_15.1490.json,custom
40.271985,15.126272,ov_braceria_i3r__40.2720_15.1263,Braceria I3rè,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/braceria_i3r_40.2720_15.1263.json,custom
40.185919,15.128772,osm_zio_cristoforo_agriturismo_40.1859_15.1288,Zio Cristoforo Agriturismo,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/campania/casal_velino/pages/zio_cristoforo_agriturismo_40.1859_15.1288.json,custom
