# lat,lng,id,name,building_type,type,url,page_type
# alberobello -- restaurants.csv
40.786012,17.236285,ov_trullo_dei_sapori_40.7860_17.2363,Trullo dei Sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trullo_dei_sapori_40.7860_17.2363.json,custom
40.785904,17.236385,ov_le_bonta_del_central_40.7859_17.2364,Le Bonta Del Central,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/le_bonta_del_central_40.7859_17.2364.json,custom
40.785686,17.235559,ov_pizzeria_easy_go_40.7857_17.2356,Pizzeria Easy Go,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/pizzeria_easy_go_40.7857_17.2356.json,custom
40.785657,17.236690,ov_i_primi_di_puglia_40.7857_17.2367,I Primi di Puglia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/i_primi_di_puglia_40.7857_17.2367.json,custom
40.785523,17.238347,ov_trullo_garden_40.7855_17.2383,Trullo Garden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trullo_garden_40.7855_17.2383.json,custom
40.785239,17.236993,ov_il_guercio_di_puglia_40.7852_17.2370,Il Guercio di Puglia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/il_guercio_di_puglia_40.7852_17.2370.json,custom
40.785065,17.236979,ov_fcazz_e_birr_alberobello_40.7851_17.2370,Fcazz e Birr Alberobello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/fcazz_e_birr_alberobello_40.7851_17.2370.json,custom
40.785087,17.236977,ov_ristorante_la_cantina_40.7851_17.2370,Ristorante La Cantina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_la_cantina_40.7851_17.2370.json,custom
40.785030,17.237477,ov_ristorante_trullo_d_oro_40.7850_17.2375,Ristorante Trullo D'Oro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_trullo_doro_40.7850_17.2375.json,custom
40.784289,17.241721,ov_macelleria_braceria_miccolis_40.7843_17.2417,Macelleria Braceria Miccolis,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/macelleria_braceria_miccolis_40.7843_17.2417.json,custom
40.784576,17.239169,ov_malerbe_40.7846_17.2392,Malerbe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/malerbe_40.7846_17.2392.json,custom
40.784350,17.238397,ov_trattoria_amatulli_40.7844_17.2384,Trattoria Amatulli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trattoria_amatulli_40.7844_17.2384.json,custom
40.783966,17.239527,ov_appero_40.7840_17.2395,Appero,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/appero_40.7840_17.2395.json,custom
40.784331,17.245386,ov_ristorante_fidelio_alberobello_40.7843_17.2454,Ristorante Fidelio Alberobello,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_fidelio_alberobello_40.7843_17.2454.json,custom
40.785498,17.244277,ov_pescheria_friggitoria_il_corallo_40.7855_17.2443,Pescheria Friggitoria Il Corallo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/pescheria_friggitoria_il_corallo_40.7855_17.2443.json,custom
40.785266,17.246366,ov_ristorante_gli_ulivi_40.7853_17.2464,Ristorante Gli Ulivi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_gli_ulivi_40.7853_17.2464.json,custom
40.780993,17.244135,ov_ristorante_miseria_e_nobilt__40.7810_17.2441,Ristorante Miseria e Nobiltà,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_miseria_e_nobilt_40.7810_17.2441.json,custom
40.781227,17.244759,ov_cibum_macelleria_ristogrill_40.7812_17.2448,CIBUM Macelleria Ristogrill,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/cibum_macelleria_ristogrill_40.7812_17.2448.json,custom
40.791195,17.245442,ov_sosta_e_gusta_40.7912_17.2454,Sosta e Gusta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/sosta_e_gusta_40.7912_17.2454.json,custom
40.791071,17.245547,ov_tavola_calda_da_peppone_40.7911_17.2455,Tavola Calda Da Peppone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/tavola_calda_da_peppone_40.7911_17.2455.json,custom
40.786135,17.237001,ov_nos_ristorante_40.7861_17.2370,NOS Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/nos_ristorante_40.7861_17.2370.json,custom
40.786070,17.236186,ov_ristorante_tipicamente_40.7861_17.2362,Ristorante Tipicamente,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_tipicamente_40.7861_17.2362.json,custom
40.787280,17.235151,ov_trattoria_terra_madre_40.7873_17.2352,Trattoria Terra Madre,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trattoria_terra_madre_40.7873_17.2352.json,custom
40.787455,17.235015,ov_evo_ristorante_40.7875_17.2350,EVO Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/evo_ristorante_40.7875_17.2350.json,custom
40.786400,17.229060,ov_trattoria_dei_trulli_40.7864_17.2291,Trattoria dei Trulli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trattoria_dei_trulli_40.7864_17.2291.json,custom
40.786836,17.230714,ov_mare_nostro_pescheria_tavola_calda_40.7868_17.2307,Mare Nostro Pescheria-Tavola Calda,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/mare_nostro_pescheria-tavola_calda_40.7868_17.2307.json,custom
40.782929,17.230909,ov_minato_sushi_restaurant_40.7829_17.2309,Minato sushi restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/minato_sushi_restaurant_40.7829_17.2309.json,custom
40.781931,17.234368,ov_trullo_del_conte_40.7819_17.2344,Trullo del Conte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trullo_del_conte_40.7819_17.2344.json,custom
40.795971,17.241964,ov_ristorante_la_nicchia_40.7960_17.2420,Ristorante La Nicchia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_la_nicchia_40.7960_17.2420.json,custom
40.791361,17.245172,ov_spazio_eccelsa_40.7914_17.2452,Spazio Eccelsa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/spazio_eccelsa_40.7914_17.2452.json,custom
40.804964,17.264754,ov_macelleria_braceria_bar_da_mimino_40.8050_17.2648,Macelleria Braceria Bar Da Mimino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/macelleria_braceria_bar_da_mimino_40.8050_17.2648.json,custom
40.805728,17.264922,ov_trattoria_da_donato_40.8057_17.2649,Trattoria Da Donato,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trattoria_da_donato_40.8057_17.2649.json,custom
40.798331,17.199881,ov_abbondanza_agriturismo_40.7983_17.1999,Abbondanza Agriturismo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/abbondanza_agriturismo_40.7983_17.1999.json,custom
40.820985,17.213605,ov_ristorante_nobis_40.8210_17.2136,Ristorante Nobis,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/ristorante_nobis_40.8210_17.2136.json,custom
40.818383,17.249023,ov_agriturismo_torrenuova_40.8184_17.2490,Agriturismo Torrenuova,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/agriturismo_torrenuova_40.8184_17.2490.json,custom
40.804472,17.265527,ov_pizzeria_lo_stivale_40.8045_17.2655,Pizzeria Lo Stivale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/pizzeria_lo_stivale_40.8045_17.2655.json,custom
40.782396,17.237065,osm_l_aratro_40.7824_17.2371,L'Aratro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/laratro_40.7824_17.2371.json,custom
40.785051,17.237459,osm_trullo_d_oro_40.7851_17.2375,Trullo d'Oro,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/trullo_doro_40.7851_17.2375.json,custom
40.782758,17.237949,osm_la_filihusteria_40.7828_17.2379,la filihusteria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/puglia/alberobello/pages/la_filihusteria_40.7828_17.2379.json,custom
