# lat,lng,id,name,building_type,type,url,page_type
# misano_adriatico -- restaurants
43.966029,12.675037,ov_panificio_villa_s_r_l__43.9660_12.6750,Panificio Villa s.r.l.,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/panificio_villa_srl_43.9660_12.6750.json,custom
43.969998,12.655099,ov_ristorante_i_due_fratelli_43.9700_12.6551,Ristorante I Due Fratelli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_i_due_fratelli_43.9700_12.6551.json,custom
43.968991,12.687517,ov_ristorante_rimorchio_la_siesta_43.9690_12.6875,ristorante rimorchio la siesta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_rimorchio_la_siesta_43.9690_12.6875.json,custom
43.969320,12.710810,ov_le_faville___osteria_romana_43.9693_12.7108,Le Faville - Osteria Romana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/le_faville_-_osteria_romana_43.9693_12.7108.json,custom
43.969282,12.710734,ov_misano_adriatico_ristorante_scherzi_43.9693_12.7107,Misano Adriatico Ristorante Scherzi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/misano_adriatico_ristorante_scherzi_43.9693_12.7107.json,custom
43.969458,12.710860,ov_la_brisa_43.9695_12.7109,La brisa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_brisa_43.9695_12.7109.json,custom
43.969230,12.717944,ov_play_planet_baloo_43.9692_12.7179,Play Planet Baloo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/play_planet_baloo_43.9692_12.7179.json,custom
43.970517,12.715707,ov_la_banchina_cucina_di_mare_43.9705_12.7157,La Banchina Cucina di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_banchina_cucina_di_mare_43.9705_12.7157.json,custom
43.970792,12.714536,ov_la_canti_porto_verde_43.9708_12.7145,La Canti Porto Verde,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_canti_porto_verde_43.9708_12.7145.json,custom
43.970135,12.712344,ov_piadineria_i_love_piadina_43.9701_12.7123,Piadineria I love piadina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/piadineria_i_love_piadina_43.9701_12.7123.json,custom
43.971425,12.716318,ov_ristorante_la_darsena_43.9714_12.7163,Ristorante la Darsena,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_la_darsena_43.9714_12.7163.json,custom
43.971371,12.716606,ov_osteria_del_porto_43.9714_12.7166,Osteria Del Porto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/osteria_del_porto_43.9714_12.7166.json,custom
43.972053,12.717247,ov_ristorante_la_vita___bella_43.9721_12.7172,Ristorante La Vita è Bella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_la_vita_bella_43.9721_12.7172.json,custom
43.972352,12.717560,ov_kursaal_da_daniele_43.9724_12.7176,KURSAAL da Daniele,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/kursaal_da_daniele_43.9724_12.7176.json,custom
43.972648,12.719637,ov_zenzero_portoverde_43.9726_12.7196,Zenzero Portoverde,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/zenzero_portoverde_43.9726_12.7196.json,custom
43.975282,12.656721,ov_ristorante_la_pineta_43.9753_12.6567,Ristorante La Pineta,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_la_pineta_43.9753_12.6567.json,custom
43.976761,12.689761,ov_rio_agina_43.9768_12.6898,Rio Agina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/rio_agina_43.9768_12.6898.json,custom
43.976559,12.692545,ov_da_cane_pizzeria_43.9766_12.6925,Da Cane Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/da_cane_pizzeria_43.9766_12.6925.json,custom
43.975117,12.693359,ov_brigante_restaurant_43.9751_12.6934,Brigante Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/brigante_restaurant_43.9751_12.6934.json,custom
43.975114,12.693467,ov_beef___pork_bbq_43.9751_12.6935,Beef & Pork BBQ,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/beef_pork_bbq_43.9751_12.6935.json,custom
43.975068,12.693726,ov_al_pescado_43.9751_12.6937,Al Pescado,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/al_pescado_43.9751_12.6937.json,custom
43.975571,12.709460,ov_molo65_sapori_di_mare_43.9756_12.7095,Molo65 Sapori di Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/molo65_sapori_di_mare_43.9756_12.7095.json,custom
43.975619,12.710727,ov_ristorante_bar_claudio_43.9756_12.7107,Ristorante Bar Claudio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_bar_claudio_43.9756_12.7107.json,custom
43.975796,12.708477,ov_riccio_di_mare_piadineria_43.9758_12.7085,Riccio di Mare Piadineria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/riccio_di_mare_piadineria_43.9758_12.7085.json,custom
43.975880,12.695697,ov_gusto_e_natura_43.9759_12.6957,Gusto e Natura,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/gusto_e_natura_43.9759_12.6957.json,custom
43.976466,12.698540,ov_ristorante_la_brisa_43.9765_12.6985,Ristorante La Brisa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_la_brisa_43.9765_12.6985.json,custom
43.976285,12.708667,ov_tijuana_43.9763_12.7087,Tijuana,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/tijuana_43.9763_12.7087.json,custom
43.974087,12.714901,ov_taverna_del_marinaio_43.9741_12.7149,Taverna del Marinaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/taverna_del_marinaio_43.9741_12.7149.json,custom
43.974551,12.711898,ov_ristorante_balubino_al_mare_43.9746_12.7119,Ristorante Balubino al mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_balubino_al_mare_43.9746_12.7119.json,custom
43.974220,12.712639,ov_ristorante_le_vele_43.9742_12.7126,Ristorante Le Vele,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_le_vele_43.9742_12.7126.json,custom
43.974114,12.714459,ov_bar_ristorante_paradise_43.9741_12.7145,Bar Ristorante Paradise,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bar_ristorante_paradise_43.9741_12.7145.json,custom
43.973727,12.715270,ov_capitan_italo_43.9737_12.7153,Capitan Italo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/capitan_italo_43.9737_12.7153.json,custom
43.980278,12.699291,ov_da_ronald_43.9803_12.6993,Da Ronald,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/da_ronald_43.9803_12.6993.json,custom
43.980370,12.699988,ov_la_lanterna_rossa_43.9804_12.7000,La Lanterna Rossa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_lanterna_rossa_43.9804_12.7000.json,custom
43.980383,12.699429,ov_tintarella_di_luna___nuova_gestione_43.9804_12.6994,Tintarella di Luna - NUOVA GESTIONE,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/tintarella_di_luna_-_nuova_gestione_43.9804_12.6994.json,custom
43.980093,12.700473,ov_la_piazzetta_misano_43.9801_12.7005,La Piazzetta Misano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_piazzetta_misano_43.9801_12.7005.json,custom
43.979631,12.701613,ov_cavalluccio_marino_43.9796_12.7016,Cavalluccio Marino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/cavalluccio_marino_43.9796_12.7016.json,custom
43.979281,12.699177,ov_officina_del_gusto_a_misano_adriatico__r_43.9793_12.6992,Officina del Gusto a Misano Adriatico (RN),RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/officina_del_gusto_a_misano_adriatico_rn_43.9793_12.6992.json,custom
43.979072,12.703308,ov_with_love_restaurant_and_bar_43.9791_12.7033,With Love Restaurant and Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/with_love_restaurant_and_bar_43.9791_12.7033.json,custom
43.979149,12.700384,ov_gastronomia_damo_ciberia_43.9791_12.7004,Gastronomia Damo Ciberia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/gastronomia_damo_ciberia_43.9791_12.7004.json,custom
43.978975,12.699742,ov_ristorante_pizzeria_hochey___misano_adri_43.9790_12.6997,Ristorante Pizzeria Hochey - Misano Adriatico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_pizzeria_hochey_-_misano_adri_43.9790_12.6997.json,custom
43.977517,12.697766,ov_ristorante_piccolo_bar_43.9775_12.6978,Ristorante Piccolo Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_piccolo_bar_43.9775_12.6978.json,custom
43.977445,12.697641,ov_ristorante_alla_stazione_43.9774_12.6976,Ristorante Alla Stazione,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_alla_stazione_43.9774_12.6976.json,custom
43.977920,12.697830,ov_accipizza_da_graziano_panzerotti_e_pucce_43.9779_12.6978,Accipizza da Graziano panzerotti e pucce,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/accipizza_da_graziano_panzerotti_e_pucce_43.9779_12.6978.json,custom
43.978062,12.694021,ov_l_osteria_vecia_43.9781_12.6940,L'Osteria Vecia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/losteria_vecia_43.9781_12.6940.json,custom
43.978332,12.701254,ov_piadineria_ro_magna_piada_43.9783_12.7013,Piadineria Ro Magna Piada,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/piadineria_ro_magna_piada_43.9783_12.7013.json,custom
43.978364,12.698080,ov_hotel_franca_43.9784_12.6981,Hotel Franca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/hotel_franca_43.9784_12.6981.json,custom
43.978271,12.688651,ov_burger_beer_43.9783_12.6887,Burger Beer,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/burger_beer_43.9783_12.6887.json,custom
43.978061,12.691697,ov_osteria_il_coccio_43.9781_12.6917,Osteria Il Coccio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/osteria_il_coccio_43.9781_12.6917.json,custom
43.977575,12.693045,ov_gnam_gnam_43.9776_12.6930,Gnam Gnam,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/gnam_gnam_43.9776_12.6930.json,custom
43.979009,12.687130,ov_hiroshima_restaurant_sushi_43.9790_12.6871,Hiroshima Restaurant sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/hiroshima_restaurant_sushi_43.9790_12.6871.json,custom
43.979743,12.685674,ov_l_angelo_azzurro_43.9797_12.6857,L'Angelo Azzurro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/langelo_azzurro_43.9797_12.6857.json,custom
43.980049,12.684622,ov_manana_la_spesa_senza_glutine_43.9800_12.6846,Manana la Spesa Senza Glutine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/manana_la_spesa_senza_glutine_43.9800_12.6846.json,custom
43.981943,12.687655,ov_piadineria_il_chioschetto_43.9819_12.6877,Piadineria Il Chioschetto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/piadineria_il_chioschetto_43.9819_12.6877.json,custom
43.981359,12.696812,ov_ristorante_anna_43.9814_12.6968,Ristorante Anna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_anna_43.9814_12.6968.json,custom
43.981355,12.697864,ov_ristorante_bar_grazia_43.9814_12.6979,Ristorante Bar Grazia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_bar_grazia_43.9814_12.6979.json,custom
43.981653,12.696540,ov_paolino_srl_43.9817_12.6965,Paolino Srl,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/paolino_srl_43.9817_12.6965.json,custom
43.981655,12.696446,ov_ristorante_hochey_43.9817_12.6964,Ristorante Hochey,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_hochey_43.9817_12.6964.json,custom
43.982584,12.694951,ov_osteria_al_gambero_sbronzo_43.9826_12.6950,Osteria al Gambero Sbronzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/osteria_al_gambero_sbronzo_43.9826_12.6950.json,custom
43.982973,12.694434,ov_ristorante_bar_anna_43.9830_12.6944,Ristorante Bar Anna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_bar_anna_43.9830_12.6944.json,custom
43.984661,12.690320,ov_dolcevita_misano_adriatico_43.9847_12.6903,Dolcevita Misano Adriatico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/dolcevita_misano_adriatico_43.9847_12.6903.json,custom
43.984503,12.690659,ov_piadineria_millevoglie_43.9845_12.6907,Piadineria Millevoglie,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/piadineria_millevoglie_43.9845_12.6907.json,custom
43.984227,12.689115,ov_pizzeria_acqua_e_farina_43.9842_12.6891,Pizzeria Acqua e Farina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/pizzeria_acqua_e_farina_43.9842_12.6891.json,custom
43.984310,12.690871,ov_il_capriccio_di_gola_43.9843_12.6909,Il Capriccio Di Gola,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/il_capriccio_di_gola_43.9843_12.6909.json,custom
43.984094,12.689173,ov_euphoria_misano_adriatico_43.9841_12.6892,Euphoria Misano Adriatico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/euphoria_misano_adriatico_43.9841_12.6892.json,custom
43.984175,12.692203,ov_osteria_mej_ad_gnint_43.9842_12.6922,Osteria Mej ad gnint,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/osteria_mej_ad_gnint_43.9842_12.6922.json,custom
43.983991,12.693497,ov_ristorante_oasi_43.9840_12.6935,Ristorante Oasi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_oasi_43.9840_12.6935.json,custom
43.983990,12.693507,ov_dhune_43.9840_12.6935,Dhune,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/dhune_43.9840_12.6935.json,custom
43.983468,12.693182,ov_osteria_la_mucca_in_spiaggia_43.9835_12.6932,Osteria la Mucca in Spiaggia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/osteria_la_mucca_in_spiaggia_43.9835_12.6932.json,custom
43.984695,12.688617,ov_ristorante_pizzeria_orfeo_43.9847_12.6886,Ristorante Pizzeria Orfeo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_pizzeria_orfeo_43.9847_12.6886.json,custom
43.985224,12.690820,ov_bassamarea_43.9852_12.6908,Bassamarea,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bassamarea_43.9852_12.6908.json,custom
43.985606,12.690105,ov_moi_ristorante_43.9856_12.6901,Moi Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/moi_ristorante_43.9856_12.6901.json,custom
43.985737,12.689398,ov_ristorante_da_mino_43.9857_12.6894,Ristorante Da Mino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_da_mino_43.9857_12.6894.json,custom
43.980854,12.697780,osm_batucada_temakeria_43.9809_12.6978,Batucada Temakeria,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/batucada_temakeria_43.9809_12.6978.json,custom
43.964462,12.706975,osm_ristorante_il_mulino_43.9645_12.7070,Ristorante Il Mulino,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/ristorante_il_mulino_43.9645_12.7070.json,custom
43.975135,12.656707,osm_la_pineta_43.9751_12.6567,La Pineta,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/la_pineta_43.9751_12.6567.json,custom
43.977825,12.691899,osm_bagus_beer_and_blues_43.9778_12.6919,Bagus Beer and Blues,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/bagus_beer_and_blues_43.9778_12.6919.json,custom
43.970083,12.712281,osm_i___piadina_43.9701_12.7123,I❤️ Piadina,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/emilia-romagna/misano_adriatico/pages/i_piadina_43.9701_12.7123.json,custom
