# lat,lng,id,name,building_type,type,url,page_type
# francavilla_al_mare -- restaurants.csv
42.439032,14.260676,ov_mecomilla_ristorante_42.4390_14.2607,MecoMilla Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mecomilla_ristorante_42.4390_14.2607.json,custom
42.439119,14.260548,ov_ristorante_da_stefano_42.4391_14.2605,Ristorante Da Stefano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_da_stefano_42.4391_14.2605.json,custom
42.439156,14.260137,ov_lido_el_pareso_42.4392_14.2601,Lido El pareso,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_el_pareso_42.4392_14.2601.json,custom
42.436866,14.263721,ov_sheward_food_and_beer_garden_42.4369_14.2637,Sheward Food and Beer Garden,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/sheward_food_and_beer_garden_42.4369_14.2637.json,custom
42.436871,14.263672,ov_addio_mare_disse_la_panocchia_42.4369_14.2637,Addio mare disse la panocchia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/addio_mare_disse_la_panocchia_42.4369_14.2637.json,custom
42.436854,14.263747,ov_braceria_la_fornacella_42.4369_14.2637,Braceria La Fornacella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/braceria_la_fornacella_42.4369_14.2637.json,custom
42.436420,14.258160,ov_macall____sapori_dal_mare_42.4364_14.2582,Macallè - Sapori dal Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/macall_-_sapori_dal_mare_42.4364_14.2582.json,custom
42.435251,14.260734,ov_90_grammi_42.4353_14.2607,90 grammi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/90_grammi_42.4353_14.2607.json,custom
42.435798,14.259410,ov_lo_scugnizzo_42.4358_14.2594,Lo Scugnizzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lo_scugnizzo_42.4358_14.2594.json,custom
42.436072,14.259654,ov_old_wild_west___francavilla_al_mare_42.4361_14.2597,Old Wild West - Francavilla al Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/old_wild_west_-_francavilla_al_mare_42.4361_14.2597.json,custom
42.434577,14.262954,ov_i_cinque_topolini_42.4346_14.2630,I Cinque Topolini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/i_cinque_topolini_42.4346_14.2630.json,custom
42.431226,14.255554,ov_mangiamori_42.4312_14.2556,MangiamoRi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mangiamori_42.4312_14.2556.json,custom
42.428193,14.262518,ov_braceria_paparazzi_42.4282_14.2625,Braceria Paparazzi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/braceria_paparazzi_42.4282_14.2625.json,custom
42.428510,14.274038,ov_ristorante_barbone_42.4285_14.2740,Ristorante Barbone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_barbone_42.4285_14.2740.json,custom
42.428894,14.271761,ov_mcdonald_s_42.4289_14.2718,McDonald's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mcdonalds_42.4289_14.2718.json,custom
42.430435,14.269119,ov_ristorante_pizzeria_varadero_42.4304_14.2691,Ristorante Pizzeria Varadero,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_pizzeria_varadero_42.4304_14.2691.json,custom
42.433165,14.269986,ov_lievita_42.4332_14.2700,Lievita,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lievita_42.4332_14.2700.json,custom
42.432545,14.271016,ov_ristorante_il_brigantino_42.4325_14.2710,Ristorante IL Brigantino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_il_brigantino_42.4325_14.2710.json,custom
42.432764,14.272091,ov_ristorante_lo_squalo_42.4328_14.2721,Ristorante Lo Squalo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_lo_squalo_42.4328_14.2721.json,custom
42.431326,14.272609,ov_ristorante_brace___mare_42.4313_14.2726,Ristorante Brace & Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_brace_mare_42.4313_14.2726.json,custom
42.431354,14.272433,ov_acquarius_42.4314_14.2724,Acquarius,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/acquarius_42.4314_14.2724.json,custom
42.430320,14.275100,ov_lido_merope_42.4303_14.2751,Lido Merope,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_merope_42.4303_14.2751.json,custom
42.430854,14.274959,ov_drago_verde_beach_resort_42.4309_14.2750,Drago Verde Beach Resort,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/drago_verde_beach_resort_42.4309_14.2750.json,custom
42.431043,14.275015,ov_ristorante_salsedine_42.4310_14.2750,Ristorante Salsedine,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_salsedine_42.4310_14.2750.json,custom
42.428640,14.277705,ov_green_dragon_da_nino_42.4286_14.2777,Green Dragon da Nino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/green_dragon_da_nino_42.4286_14.2777.json,custom
42.428587,14.276558,ov_mezzo_marinaio_42.4286_14.2766,Mezzo marinaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mezzo_marinaio_42.4286_14.2766.json,custom
42.428540,14.276436,ov_il_ritrovo_del_gusto__da_silvano_42.4285_14.2764,Il Ritrovo del Gusto- da Silvano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_ritrovo_del_gusto-_da_silvano_42.4285_14.2764.json,custom
42.428449,14.275380,ov_pizzeria_albatros_42.4284_14.2754,Pizzeria Albatros,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeria_albatros_42.4284_14.2754.json,custom
42.427933,14.277698,ov_pizza___company_42.4279_14.2777,Pizza & Company,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizza_company_42.4279_14.2777.json,custom
42.401816,14.320111,ov_il_gatto_e_la_volpe_braceria_42.4018_14.3201,Il Gatto e la Volpe Braceria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_gatto_e_la_volpe_braceria_42.4018_14.3201.json,custom
42.401752,14.320317,ov_osteria_da_nonno_antonio_42.4018_14.3203,Osteria da Nonno Antonio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/osteria_da_nonno_antonio_42.4018_14.3203.json,custom
42.398693,14.318998,ov_m__maria_42.3987_14.3190,Mà Maria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/m_maria_42.3987_14.3190.json,custom
42.398980,14.318030,ov_frontemare_restaurant_42.3990_14.3180,FronteMare Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/frontemare_restaurant_42.3990_14.3180.json,custom
42.399340,14.319329,ov_trattoria_foro_arrosticini_42.3993_14.3193,Trattoria Foro Arrosticini,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/trattoria_foro_arrosticini_42.3993_14.3193.json,custom
42.401520,14.307499,ov_tema_restaurant_and_relais_tenuta_mascia_42.4015_14.3075,Tema Restaurant and Relais Tenuta Masciangelo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/tema_restaurant_and_relais_tenuta_mascia_42.4015_14.3075.json,custom
42.397959,14.294396,ov_al_piatto_verde_42.3980_14.2944,Al Piatto Verde,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/al_piatto_verde_42.3980_14.2944.json,custom
42.391843,14.315095,ov_ristorante_baccalamanzo_42.3918_14.3151,Ristorante Baccalamanzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_baccalamanzo_42.3918_14.3151.json,custom
42.394610,14.320070,ov_l_artigiano_della_pizza_42.3946_14.3201,L'artigiano della Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lartigiano_della_pizza_42.3946_14.3201.json,custom
42.395820,14.318320,ov_il_gatto_e_la_volpe_osteria_42.3958_14.3183,Il gatto e la volpe Osteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_gatto_e_la_volpe_osteria_42.3958_14.3183.json,custom
42.397854,14.279122,ov_tenuta_querce_grosse_42.3979_14.2791,Tenuta Querce Grosse,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/tenuta_querce_grosse_42.3979_14.2791.json,custom
42.408890,14.295586,ov_il_magnolia_42.4089_14.2956,Il Magnolia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_magnolia_42.4089_14.2956.json,custom
42.405539,14.313440,ov_mondo_bongo_42.4055_14.3134,Mondo Bongo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mondo_bongo_42.4055_14.3134.json,custom
42.403611,14.317359,ov_pizzeria_la_sfiziosa_42.4036_14.3174,Pizzeria La Sfiziosa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeria_la_sfiziosa_42.4036_14.3174.json,custom
42.403952,14.316507,ov_civico_53_42.4040_14.3165,Civico 53,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/civico_53_42.4040_14.3165.json,custom
42.403712,14.321656,ov_bar_le_gemelle_42.4037_14.3217,Bar Le Gemelle,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_le_gemelle_42.4037_14.3217.json,custom
42.404311,14.320454,ov_baramares_ristorante_pizzeria_42.4043_14.3205,Baramares Ristorante Pizzeria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/baramares_ristorante_pizzeria_42.4043_14.3205.json,custom
42.406450,14.316610,ov_gabbiano_blu_42.4064_14.3166,Gabbiano Blu,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/gabbiano_blu_42.4064_14.3166.json,custom
42.406127,14.318216,ov_il_gatto_e_la_volpe_42.4061_14.3182,Il Gatto e La Volpe,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_gatto_e_la_volpe_42.4061_14.3182.json,custom
42.408456,14.312924,ov_pizzeriapopeye_francavilla_al_mare_42.4085_14.3129,PizzeriaPopeye Francavilla Al Mare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeriapopeye_francavilla_al_mare_42.4085_14.3129.json,custom
42.408619,14.312822,ov_dai_ventidue_42.4086_14.3128,Dai Ventidue,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/dai_ventidue_42.4086_14.3128.json,custom
42.407770,14.314194,ov_nonna_clara_42.4078_14.3142,Nonna Clara,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/nonna_clara_42.4078_14.3142.json,custom
42.407598,14.314781,ov_lido_peppone___don_camillo_42.4076_14.3148,Lido Peppone & Don Camillo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_peppone_don_camillo_42.4076_14.3148.json,custom
42.409835,14.308671,ov_gran_gusto_42.4098_14.3087,Gran Gusto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/gran_gusto_42.4098_14.3087.json,custom
42.410690,14.308954,ov_alimentari_l_abruzzese_42.4107_14.3090,Alimentari L'Abruzzese,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/alimentari_labruzzese_42.4107_14.3090.json,custom
42.414409,14.301997,ov_ristorante_marianna_42.4144_14.3020,Ristorante Marianna,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/ristorante_marianna_42.4144_14.3020.json,custom
42.409935,14.299369,ov_t_bue_ristorante_42.4099_14.2994,Tàbue Ristorante,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/tbue_ristorante_42.4099_14.2994.json,custom
42.416764,14.291371,ov_vitaccia_42.4168_14.2914,Vitaccia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/vitaccia_42.4168_14.2914.json,custom
42.417512,14.294455,ov_l_antico_pastaio_42.4175_14.2945,L'Antico Pastaio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lantico_pastaio_42.4175_14.2945.json,custom
42.421120,14.289756,ov_kuma_sushi_42.4211_14.2898,Kuma Sushi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/kuma_sushi_42.4211_14.2898.json,custom
42.419878,14.292371,ov_dettagli___francavilla_42.4199_14.2924,Dettagli - Francavilla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/dettagli_-_francavilla_42.4199_14.2924.json,custom
42.420153,14.291537,ov_081_sfizi_di_napoli_42.4202_14.2915,081 Sfizi di Napoli,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/081_sfizi_di_napoli_42.4202_14.2915.json,custom
42.420304,14.291522,ov_mizzica_bar_42.4203_14.2915,Mizzica Bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/mizzica_bar_42.4203_14.2915.json,custom
42.421001,14.291511,ov_lido_serenella_42.4210_14.2915,Lido Serenella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_serenella_42.4210_14.2915.json,custom
42.420234,14.292768,ov_lido_sirena_42.4202_14.2928,Lido Sirena,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/lido_sirena_42.4202_14.2928.json,custom
42.420072,14.292536,ov_bar_halina_42.4201_14.2925,Bar Halina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/bar_halina_42.4201_14.2925.json,custom
42.419354,14.291500,ov_rampa_letizia_francavilla_42.4194_14.2915,Rampa Letizia Francavilla,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/rampa_letizia_francavilla_42.4194_14.2915.json,custom
42.418246,14.290320,ov_canarino_mannaro_42.4182_14.2903,Canarino Mannaro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/canarino_mannaro_42.4182_14.2903.json,custom
42.418257,14.292101,ov_durante_associati_42.4183_14.2921,Durante Associati,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/durante_associati_42.4183_14.2921.json,custom
42.418830,14.292770,ov_pizzeria_tony_il_rozzo_42.4188_14.2928,Pizzeria Tony il rozzo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pizzeria_tony_il_rozzo_42.4188_14.2928.json,custom
42.418753,14.295246,ov_osteria_di_mare_pesciolino_42.4188_14.2952,Osteria di Mare Pesciolino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/osteria_di_mare_pesciolino_42.4188_14.2952.json,custom
42.417980,14.296660,ov_capoverde_beach_restaurant_42.4180_14.2967,Capoverde Beach Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/capoverde_beach_restaurant_42.4180_14.2967.json,custom
42.417740,14.296150,ov_jamm_bell_42.4177_14.2962,Jamm bell,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/jamm_bell_42.4177_14.2962.json,custom
42.417420,14.296394,ov_trattoria_da_antonio_42.4174_14.2964,Trattoria da Antonio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/trattoria_da_antonio_42.4174_14.2964.json,custom
42.417702,14.296200,ov_braceria_paparazzi_42.4177_14.2962,Braceria Paparazzi,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/braceria_paparazzi_42.4177_14.2962.json,custom
42.417680,14.297286,ov_oltremare_42.4177_14.2973,Oltremare,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/oltremare_42.4177_14.2973.json,custom
42.416746,14.295174,ov_pierrot_osteria_42.4167_14.2952,Pierrot osteria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/pierrot_osteria_42.4167_14.2952.json,custom
42.416910,14.298440,ov_il_gabbiano_42.4169_14.2984,Il gabbiano,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/abruzzo/francavilla_al_mare/pages/il_gabbiano_42.4169_14.2984.json,custom
