# lat,lng,id,name,building_type,type,url,page_type
# monreale -- restaurants.csv
38.081430,13.290270,ov_la_tazzina_caf__monreale_38.0814_13.2903,La Tazzina Cafè Monreale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/la_tazzina_caf_monreale_38.0814_13.2903.json,custom
38.081099,13.290234,ov_peppino_trattoria_38.0811_13.2902,Peppino Trattoria,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/peppino_trattoria_38.0811_13.2902.json,custom
38.080691,13.289375,ov_la_macina_38.0807_13.2894,La Macina,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/la_macina_38.0807_13.2894.json,custom
38.081465,13.290544,ov_bar_del_sole_giaccone_38.0815_13.2905,Bar del Sole Giaccone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/bar_del_sole_giaccone_38.0815_13.2905.json,custom
38.081443,13.290431,ov_la_bodeguita_dei_sapori_38.0814_13.2904,La Bodeguita dei Sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/la_bodeguita_dei_sapori_38.0814_13.2904.json,custom
38.081635,13.290866,ov_pizzeria_art_libri_toto_38.0816_13.2909,Pizzeria Art Libri Toto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/pizzeria_art_libri_toto_38.0816_13.2909.json,custom
38.081700,13.291015,ov_trattoria_pizzeria_monreale_38.0817_13.2910,Trattoria Pizzeria Monreale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/trattoria_pizzeria_monreale_38.0817_13.2910.json,custom
38.081874,13.293148,ov_osteria_peper_s_38.0819_13.2931,Osteria Peper's,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/osteria_pepers_38.0819_13.2931.json,custom
38.082025,13.290779,ov_dalla_zia_lia_38.0820_13.2908,Dalla Zia Lia,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/dalla_zia_lia_38.0820_13.2908.json,custom
38.082034,13.291756,ov_antica_pizzeria_guglielmo_38.0820_13.2918,Antica Pizzeria Guglielmo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/antica_pizzeria_guglielmo_38.0820_13.2918.json,custom
38.082317,13.291269,ov_vicolo_dei_sapori_38.0823_13.2913,vicolo dei sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/vicolo_dei_sapori_38.0823_13.2913.json,custom
38.082372,13.290674,ov_taverna_del_pavone_38.0824_13.2907,Taverna del Pavone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/taverna_del_pavone_38.0824_13.2907.json,custom
38.082589,13.291677,ov_trinacria_food___drink_38.0826_13.2917,Trinacria Food & Drink,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/trinacria_food_drink_38.0826_13.2917.json,custom
38.082710,13.293100,ov_ristorante_bianconiglio_38.0827_13.2931,Ristorante Bianconiglio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/ristorante_bianconiglio_38.0827_13.2931.json,custom
38.082669,13.291720,ov_pizzeria_campanella_38.0827_13.2917,Pizzeria Campanella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/pizzeria_campanella_38.0827_13.2917.json,custom
38.082651,13.291727,ov_mezzo_pieno_38.0827_13.2917,Mezzo Pieno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/mezzo_pieno_38.0827_13.2917.json,custom
38.082735,13.292503,ov_le_barrique_38.0827_13.2925,Le Barrique,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/le_barrique_38.0827_13.2925.json,custom
38.082817,13.292403,ov_bricco_e_bacco_38.0828_13.2924,Bricco e Bacco,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/bricco_e_bacco_38.0828_13.2924.json,custom
38.082798,13.292250,ov_colori_e_sapori_38.0828_13.2922,Colori e sapori,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/colori_e_sapori_38.0828_13.2922.json,custom
38.082881,13.292838,ov_ciambra_restaurant_38.0829_13.2928,Ciambra Restaurant,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/ciambra_restaurant_38.0829_13.2928.json,custom
38.082920,13.293171,ov_vintage_enoteca_bistro_38.0829_13.2932,Vintage Enoteca Bistro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/vintage_enoteca_bistro_38.0829_13.2932.json,custom
38.082950,13.292662,ov_o_lusso___officina_gourmet_38.0830_13.2927,O'LUSSO - Officina Gourmet,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/olusso_-_officina_gourmet_38.0830_13.2927.json,custom
38.083007,13.293222,ov_fuori_orario_38.0830_13.2932,Fuori Orario,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/fuori_orario_38.0830_13.2932.json,custom
38.085128,13.264252,ov_san_martino_38.0851_13.2643,San Martino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/san_martino_38.0851_13.2643.json,custom
38.088536,13.250969,ov_di_chiara_trattoria_pasticceria_bar_38.0885_13.2510,Di Chiara trattoria pasticceria bar,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/di_chiara_trattoria_pasticceria_bar_38.0885_13.2510.json,custom
38.089209,13.253037,ov_le_case_del_priore_38.0892_13.2530,Le Case del Priore,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/le_case_del_priore_38.0892_13.2530.json,custom
38.086942,13.302283,ov_ristorante_la_quercia_monreale_38.0869_13.3023,Ristorante La Quercia Monreale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/ristorante_la_quercia_monreale_38.0869_13.3023.json,custom
38.091691,13.302897,ov_la_locanda_del_drago_38.0917_13.3029,La Locanda Del Drago,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/la_locanda_del_drago_38.0917_13.3029.json,custom
38.094070,13.254170,ov_il_ragno_pizzeria_giacalone_38.0941_13.2542,Il Ragno-Pizzeria Giacalone,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/il_ragno-pizzeria_giacalone_38.0941_13.2542.json,custom
38.099622,13.227368,ov_casale_fior_dell_occhio_38.0996_13.2274,Casale Fior Dell'Occhio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/casale_fior_dellocchio_38.0996_13.2274.json,custom
38.100827,13.284711,ov_pizzeria_il_rustico_38.1008_13.2847,Pizzeria Il rustico,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/pizzeria_il_rustico_38.1008_13.2847.json,custom
38.094953,13.255478,ov_da_giacomino_38.0950_13.2555,Da Giacomino,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/da_giacomino_38.0950_13.2555.json,custom
38.077582,13.312411,ov_al_canneto_caracappa_38.0776_13.3124,Al Canneto Caracappa,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/al_canneto_caracappa_38.0776_13.3124.json,custom
38.076849,13.289403,ov_la_prateria_dello_zio_sem_38.0768_13.2894,La Prateria dello Zio Sem,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/la_prateria_dello_zio_sem_38.0768_13.2894.json,custom
38.076836,13.282543,ov_sapori_d_oriente_38.0768_13.2825,Sapori D'Oriente,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/sapori_doriente_38.0768_13.2825.json,custom
38.076631,13.288022,ov_poggio_normanno_38.0766_13.2880,Poggio Normanno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/poggio_normanno_38.0766_13.2880.json,custom
38.074872,13.304552,ov_pizzeria_da_nunzio_38.0749_13.3046,Pizzeria da Nunzio,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/pizzeria_da_nunzio_38.0749_13.3046.json,custom
38.074087,13.275933,ov_panificio_giovanna_massaro_38.0741_13.2759,Panificio Giovanna Massaro,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/panificio_giovanna_massaro_38.0741_13.2759.json,custom
38.075708,13.279944,ov_grilled_meat_food_38.0757_13.2799,Grilled Meat Food,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/grilled_meat_food_38.0757_13.2799.json,custom
38.077472,13.281346,ov_pizzeria_rifugio_normanno_38.0775_13.2813,Pizzeria Rifugio Normanno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/pizzeria_rifugio_normanno_38.0775_13.2813.json,custom
38.065827,13.267441,ov_ristorante_la_botte_38.0658_13.2674,Ristorante La Botte,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/ristorante_la_botte_38.0658_13.2674.json,custom
38.066275,13.271153,ov_riccardo_iii_38.0663_13.2712,Riccardo III,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/riccardo_iii_38.0663_13.2712.json,custom
38.061518,13.321127,ov_american_pizza_38.0615_13.3211,American Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/american_pizza_38.0615_13.3211.json,custom
38.059409,13.317839,ov_pasticceria_pace_38.0594_13.3178,Pasticceria Pace,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/pasticceria_pace_38.0594_13.3178.json,custom
38.058430,13.316618,ov_alloro_pizza_e_spiedo_38.0584_13.3166,Alloro Pizza e Spiedo,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/alloro_pizza_e_spiedo_38.0584_13.3166.json,custom
38.049236,13.234882,ov_agriturismo_villa_mirto_38.0492_13.2349,Agriturismo Villa Mirto,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/agriturismo_villa_mirto_38.0492_13.2349.json,custom
38.047538,13.228633,ov_l_angolo_della_pizza_38.0475_13.2286,L'Angolo della Pizza,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/langolo_della_pizza_38.0475_13.2286.json,custom
38.046660,13.226655,ov_la_fontanella_38.0467_13.2267,La Fontanella,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/la_fontanella_38.0467_13.2267.json,custom
38.047379,13.228347,ov_a__maidda_al_riccardo_iii_monreale_38.0474_13.2283,A’ Maidda al Riccardo III Monreale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/a_maidda_al_riccardo_iii_monreale_38.0474_13.2283.json,custom
38.052670,13.260950,ov_labaleraacquaparkmonreale_38.0527_13.2609,Labaleraacquaparkmonreale,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/labaleraacquaparkmonreale_38.0527_13.2609.json,custom
38.032272,13.235791,ov_il_ragno_38.0323_13.2358,Il Ragno,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/il_ragno_38.0323_13.2358.json,custom
38.043060,13.248700,ov_da_totino___trattoria___camere_38.0431_13.2487,Da Totino - Trattoria & Camere,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/da_totino_-_trattoria_camere_38.0431_13.2487.json,custom
38.184483,13.236330,ov_l_arte_bianca_38.1845_13.2363,L'Arte Bianca,RESTAURANT,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/larte_bianca_38.1845_13.2363.json,custom
38.052535,13.261656,osm_disco_pizza_38.0525_13.2617,Disco Pizza,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/disco_pizza_38.0525_13.2617.json,custom
38.080853,13.288647,osm_tramezzineria_del_corso_38.0809_13.2886,Tramezzineria del corso,ristorante,ristorante,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/sicilia/monreale/pages/tramezzineria_del_corso_38.0809_13.2886.json,custom
