# lat,lng,id,name,building_type,type,url,page_type
# follonica -- bars_cafes.csv
42.922398,10.754211,ov_bar_4_venti_42.9224_10.7542,Bar 4 Venti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_4_venti_42.9224_10.7542.json,custom
42.922792,10.754898,ov_silver_caf__42.9228_10.7549,Silver Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/silver_caf_42.9228_10.7549.json,custom
42.922630,10.757980,ov_bar_da_nuccio_42.9226_10.7580,Bar da nuccio,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_da_nuccio_42.9226_10.7580.json,custom
42.922713,10.757587,ov_peccati_di_gola_42.9227_10.7576,Peccati di Gola,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/peccati_di_gola_42.9227_10.7576.json,custom
42.922506,10.758979,ov_caff__roma_42.9225_10.7590,Caffè Roma,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caff_roma_42.9225_10.7590.json,custom
42.922500,10.758286,ov_torrefazione_tiuna_42.9225_10.7583,Torrefazione Tiuna,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/torrefazione_tiuna_42.9225_10.7583.json,custom
42.922359,10.758117,ov_flores_42.9224_10.7581,Flores,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/flores_42.9224_10.7581.json,custom
42.922910,10.759854,ov_bar_caffetteria_spinetti_42.9229_10.7599,Bar Caffetteria Spinetti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_caffetteria_spinetti_42.9229_10.7599.json,custom
42.923236,10.759681,ov_la_bottega_del_vino_42.9232_10.7597,La Bottega del Vino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_bottega_del_vino_42.9232_10.7597.json,custom
42.923553,10.762385,ov_meet_music_42.9236_10.7624,Meet Music,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/meet_music_42.9236_10.7624.json,custom
42.923498,10.759909,ov_chardonnay_vineria_bistrot_42.9235_10.7599,Chardonnay Vineria Bistrot,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/chardonnay_vineria_bistrot_42.9235_10.7599.json,custom
42.923173,10.758965,ov_caffe_centrale_42.9232_10.7590,Caffe Centrale,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caffe_centrale_42.9232_10.7590.json,custom
42.923080,10.758223,ov_dolce_aroma_caffetteria_42.9231_10.7582,Dolce Aroma Caffetteria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/dolce_aroma_caffetteria_42.9231_10.7582.json,custom
42.923010,10.757500,ov_asd_follonica_42.9230_10.7575,ASD Follonica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/asd_follonica_42.9230_10.7575.json,custom
42.923661,10.755949,ov_quartiere_latino_42.9237_10.7559,Quartiere Latino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/quartiere_latino_42.9237_10.7559.json,custom
42.923654,10.754463,ov_cosa_bevi_42.9237_10.7545,Cosa Bevi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/cosa_bevi_42.9237_10.7545.json,custom
42.924213,10.750389,ov_blue_bar_di_matteo_lanini_42.9242_10.7504,Blue Bar di Matteo Lanini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/blue_bar_di_matteo_lanini_42.9242_10.7504.json,custom
42.924315,10.750003,ov_bagni_parrini_42.9243_10.7500,Bagni Parrini,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bagni_parrini_42.9243_10.7500.json,custom
42.927660,10.742960,ov_eden_beach_42.9277_10.7430,Eden Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/eden_beach_42.9277_10.7430.json,custom
42.927452,10.743730,ov_marula_42.9275_10.7437,Marula,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/marula_42.9275_10.7437.json,custom
42.925096,10.755120,ov_piccolo_cafe_42.9251_10.7551,Piccolo Cafe,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/piccolo_cafe_42.9251_10.7551.json,custom
42.925901,10.764411,ov_el_clandestino_42.9259_10.7644,El ClanDestino,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/el_clandestino_42.9259_10.7644.json,custom
42.925802,10.755889,ov_paninoteca_da_thiago_42.9258_10.7559,Paninoteca da Thiago,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/paninoteca_da_thiago_42.9258_10.7559.json,custom
42.927438,10.747239,ov_bar_e_pasticceria_napoletana_bianchi_42.9274_10.7472,Bar e Pasticceria Napoletana Bianchi,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_e_pasticceria_napoletana_bianchi_42.9274_10.7472.json,custom
42.930601,10.735529,ov_life_caf__42.9306_10.7355,Life Café,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/life_caf_42.9306_10.7355.json,custom
42.930229,10.735979,ov_oasi_bar_42.9302_10.7360,OASI BAR,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/oasi_bar_42.9302_10.7360.json,custom
42.929661,10.738492,ov_subway_club_42.9297_10.7385,Subway Club,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/subway_club_42.9297_10.7385.json,custom
42.931324,10.757285,ov_bar_cristall_snc_di_pirisi___cardu_42.9313_10.7573,Bar Cristall SNC di Pirisi & Cardu,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_cristall_snc_di_pirisi_cardu_42.9313_10.7573.json,custom
42.933510,10.726820,ov_ardiccioni_mare_bar_tahiti_42.9335_10.7268,ardiccioni mare bar tahiti,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ardiccioni_mare_bar_tahiti_42.9335_10.7268.json,custom
42.934151,10.725435,ov_tony_s_beach_bar_42.9342_10.7254,Tony's Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/tonys_beach_bar_42.9342_10.7254.json,custom
42.942091,10.707783,ov_sunny_hill_bar_42.9421_10.7078,Sunny Hill Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/sunny_hill_bar_42.9421_10.7078.json,custom
43.043248,10.691875,ov_quel_posticino_l__43.0432_10.6919,Quel Posticino Lì,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/quel_posticino_l_43.0432_10.6919.json,custom
42.951435,10.776822,ov_bar_shop_42.9514_10.7768,Bar Shop,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_shop_42.9514_10.7768.json,custom
42.935628,10.788822,ov_rimpinzami_42.9356_10.7888,Rimpinzami,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/rimpinzami_42.9356_10.7888.json,custom
42.936064,10.780592,ov_galloway_follonica_42.9361_10.7806,Galloway Follonica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/galloway_follonica_42.9361_10.7806.json,custom
42.932748,10.781040,ov_microbirrificio_in_bocca_al_luppolo_42.9327_10.7810,Microbirrificio in Bocca al Luppolo,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/microbirrificio_in_bocca_al_luppolo_42.9327_10.7810.json,custom
42.928208,10.765655,ov_onda_caf__42.9282_10.7657,Onda Cafè,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/onda_caf_42.9282_10.7657.json,custom
42.922830,10.764750,ov_aliby_s_dinner_pub_42.9228_10.7647,Aliby's dinner PUB,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/alibys_dinner_pub_42.9228_10.7647.json,custom
42.922150,10.767460,ov_il_piacere_follonica_42.9222_10.7675,Il_piacere_follonica,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/ilpiacerefollonica_42.9222_10.7675.json,custom
42.917397,10.770343,ov_bar_cassarello_42.9174_10.7703,Bar Cassarello,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_cassarello_42.9174_10.7703.json,custom
42.914597,10.769394,ov_beach_bar_42.9146_10.7694,Beach Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/beach_bar_42.9146_10.7694.json,custom
42.914267,10.769790,ov_bar_roxy_pizzeria_42.9143_10.7698,Bar Roxy Pizzeria,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_roxy_pizzeria_42.9143_10.7698.json,custom
42.913058,10.771095,ov_freedom_bar_42.9131_10.7711,Freedom Bar,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/freedom_bar_42.9131_10.7711.json,custom
42.911194,10.771150,ov_hawaii_beach_42.9112_10.7711,Hawaii Beach,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/hawaii_beach_42.9112_10.7711.json,custom
42.911300,10.772840,ov_bar_rdb_la_scintilla_42.9113_10.7728,Bar RDB La Scintilla,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_rdb_la_scintilla_42.9113_10.7728.json,custom
42.889513,10.791230,ov_mistral_beer___grill_42.8895_10.7912,Mistral Beer & Grill,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/mistral_beer_grill_42.8895_10.7912.json,custom
42.889563,10.791561,ov_bar_puntone_42.8896_10.7916,Bar Puntone,RESTAURANT,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_puntone_42.8896_10.7916.json,custom
42.921420,10.759296,osm_yankees_pub_42.9214_10.7593,Yankees Pub,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/yankees_pub_42.9214_10.7593.json,custom
42.916405,10.768876,osm_il_baracchino_42.9164_10.7689,Il Baracchino,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_baracchino_42.9164_10.7689.json,custom
42.921596,10.756945,osm_bonaluna_barcaff__42.9216_10.7569,Bonaluna BarCaffè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bonaluna_barcaff_42.9216_10.7569.json,custom
42.921953,10.758209,osm_impero_42.9220_10.7582,Impero,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/impero_42.9220_10.7582.json,custom
42.927413,10.746449,osm_chattanooga_42.9274_10.7464,Chattanooga,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/chattanooga_42.9274_10.7464.json,custom
42.927455,10.747866,osm_winners__gallery_pub_42.9275_10.7479,Winners' Gallery Pub,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/winners_gallery_pub_42.9275_10.7479.json,custom
42.922426,10.758923,osm_caff__roma_42.9224_10.7589,Caffè Roma,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caff_roma_42.9224_10.7589.json,custom
42.930656,10.735433,osm_life_caf__42.9307_10.7354,Life Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/life_caf_42.9307_10.7354.json,custom
42.931179,10.733772,osm_bar_gelateria_ramazzotti_42.9312_10.7338,Bar Gelateria Ramazzotti,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_gelateria_ramazzotti_42.9312_10.7338.json,custom
42.914266,10.769800,osm_roxy_bar_42.9143_10.7698,Roxy Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/roxy_bar_42.9143_10.7698.json,custom
42.913570,10.770596,osm_bar_olimpia_42.9136_10.7706,Bar Olimpia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_olimpia_42.9136_10.7706.json,custom
42.924322,10.749928,osm_bar_parrini_42.9243_10.7499,Bar Parrini,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_parrini_42.9243_10.7499.json,custom
42.922781,10.754908,osm_silver_park_caf__42.9228_10.7549,Silver Park Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/silver_park_caf_42.9228_10.7549.json,custom
42.923100,10.758208,osm_dolce_aroma_42.9231_10.7582,dolce aroma,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/dolce_aroma_42.9231_10.7582.json,custom
42.920143,10.757422,osm_il_gattopardo_42.9201_10.7574,Il Gattopardo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/il_gattopardo_42.9201_10.7574.json,custom
42.922255,10.758192,osm_flores_bar_42.9223_10.7582,Flores Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/flores_bar_42.9223_10.7582.json,custom
42.922900,10.759863,osm_pasticceria_spinetti_42.9229_10.7599,Pasticceria Spinetti,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pasticceria_spinetti_42.9229_10.7599.json,custom
42.924895,10.755089,osm_crema___cioccolato_42.9249_10.7551,Crema & Cioccolato,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/crema_cioccolato_42.9249_10.7551.json,custom
42.922137,10.757454,osm_la_degusteria_42.9221_10.7575,la degusteria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/la_degusteria_42.9221_10.7575.json,custom
42.924215,10.750447,osm_blue_bar_42.9242_10.7504,Blue Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/blue_bar_42.9242_10.7504.json,custom
42.933520,10.780831,osm_pasticceria_bianchi_42.9335_10.7808,Pasticceria Bianchi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pasticceria_bianchi_42.9335_10.7808.json,custom
42.920195,10.773738,osm_bar_l_aperitivo_42.9202_10.7737,Bar l'Aperitivo,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_laperitivo_42.9202_10.7737.json,custom
42.932709,10.780907,osm_bar_break_42.9327_10.7809,Bar Break,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_break_42.9327_10.7809.json,custom
42.932514,10.780018,osm_marrakech_caf__42.9325_10.7800,Marrakech Cafè,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/marrakech_caf_42.9325_10.7800.json,custom
42.928504,10.752914,osm_bar_tutta__na_rimessa_42.9285_10.7529,Bar Tutta 'na rimessa,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_tutta_na_rimessa_42.9285_10.7529.json,custom
42.918028,10.762714,osm_caffetteria_il_rione_42.9180_10.7627,caffetteria Il Rione,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caffetteria_il_rione_42.9180_10.7627.json,custom
42.917375,10.770388,osm_snack_bar_cassarello_42.9174_10.7704,snack bar Cassarello,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/snack_bar_cassarello_42.9174_10.7704.json,custom
42.918255,10.771392,osm_da_mirko_caffetteria_42.9183_10.7714,da Mirko caffetteria,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/da_mirko_caffetteria_42.9183_10.7714.json,custom
42.918342,10.762025,osm_bar_senzuno_42.9183_10.7620,Bar Senzuno,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_senzuno_42.9183_10.7620.json,custom
42.918195,10.762326,osm_caff__banda_42.9182_10.7623,Caffè Banda,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caff_banda_42.9182_10.7623.json,custom
42.918957,10.761365,osm_caff__pasticceria_peggi_42.9190_10.7614,Caffè Pasticceria Peggi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caff_pasticceria_peggi_42.9190_10.7614.json,custom
42.928215,10.742085,osm_crudo_divino_42.9282_10.7421,Crudo Divino,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/crudo_divino_42.9282_10.7421.json,custom
42.922215,10.758458,osm_pasticceria_bianchi_42.9222_10.7585,pasticceria Bianchi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pasticceria_bianchi_42.9222_10.7585.json,custom
42.921462,10.757717,osm_seven_o_clock_42.9215_10.7577,Seven O'Clock,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/seven_oclock_42.9215_10.7577.json,custom
42.922410,10.754061,osm_4_venti_42.9224_10.7541,4 Venti,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/4_venti_42.9224_10.7541.json,custom
42.928312,10.741306,osm_tropicana_beach_42.9283_10.7413,Tropicana Beach,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/tropicana_beach_42.9283_10.7413.json,custom
42.927573,10.752784,osm_bar_havana_42.9276_10.7528,Bar Havana,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_havana_42.9276_10.7528.json,custom
42.922917,10.759261,osm_caff__centrale_42.9229_10.7593,Caffè Centrale,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/caff_centrale_42.9229_10.7593.json,custom
42.926173,10.751553,osm_bar_tabacchi_42.9262_10.7516,Bar Tabacchi,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_tabacchi_42.9262_10.7516.json,custom
42.926428,10.750571,osm_bar_jolly_42.9264_10.7506,Bar Jolly,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_jolly_42.9264_10.7506.json,custom
42.927172,10.748122,osm_note_di_mare_42.9272_10.7481,note di mare,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/note_di_mare_42.9272_10.7481.json,custom
42.925679,10.755212,osm_pasticceria_pecchia_42.9257_10.7552,Pasticceria Pecchia,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/pasticceria_pecchia_42.9257_10.7552.json,custom
42.922545,10.753643,osm_bar_gelateria_ipanema_42.9225_10.7536,Bar Gelateria Ipanema,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/bar_gelateria_ipanema_42.9225_10.7536.json,custom
42.919092,10.772059,osm_speedy_bar_42.9191_10.7721,Speedy Bar,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/speedy_bar_42.9191_10.7721.json,custom
42.923800,10.753299,osm_sestante_bistrot_42.9238_10.7533,Sestante bistrot,bar_cafe,bar_cafe,https://raw.githubusercontent.com/pasqualelembo78/huntix-poi/main/italia/toscana/follonica/pages/sestante_bistrot_42.9238_10.7533.json,custom
